cod_ibge,municipio,uf,populacao_censo_2022,volume
3163706,São Lourenço,MG,44798,I
1506203,Salinópolis,PA,44772,I
2933604,Xique-Xique,BA,44757,I
5210406,Itaberaí,GO,44734,I
3511508,Cerquilho,SP,44695,I
1502707,Conceição do Araguaia,PA,44617,I
2508901,Mamanguape,PB,44599,I
5102678,Campo Verde,MT,44585,I
1500909,Augusto Corrêa,PA,44573,I
3523206,Itararé,SP,44438,I
2105708,Lago da Pedra,MA,44403,I
4124103,Santo Antônio da Platina,PR,44369,I
4217204,São Miguel do Oeste,SC,44330,I
5218003,Porangatu,GO,44317,I
2602100,Bom Conselho,PE,44294,I
3544103,Rio Grande da Serra,SP,44170,I
3551504,Serrana,SP,43909,I
2919504,Livramento de Nossa Senhora,BA,43903,I
3545308,Salto de Pirapora,SP,43748,I
1508159,Uruará,PA,43558,I
4313904,Panambi,RS,43515,I
1200609,Tarauacá,AC,43467,I
2112704,Vargem Grande,MA,43261,I
3537107,Pedreira,SP,43112,I
2306553,Itarema,CE,42957,I
4317608,Santo Antônio da Patrulha,RS,42947,I
4209409,Laguna,SC,42785,I
2807105,Simão Dias,SE,42578,I
2921005,Mata de São João,BA,42566,I
2205508,José de Freitas,PI,42559,I
5221601,Uruaçu,GO,42546,I
2933208,Vera Cruz,BA,42529,I
3200904,Barra de São Francisco,ES,42498,I
3160702,Santos Dumont,MG,42406,I
4125605,São Mateus do Sul,PR,42366,I
2300754,Amontada,CE,42156,I
3516705,Garça,SP,42110,I
3303708,Paraíba do Sul,RJ,42063,I
4109609,Guaratuba,PR,42062,I
2305001,Guaraciaba do Norte,CE,42053,I
4318804,São Lourenço do Sul,RS,41989,I
3203320,Marataízes,ES,41929,I
2919801,Macaúbas,BA,41859,I
4114807,Marialva,PR,41851,I
4321501,Torres,RS,41751,I
2103406,Coelho Neto,MA,41658,I
3204559,Santa Maria de Jetibá,ES,41636,I
1300300,Autazes,AM,41564,I
2109809,Santa Helena,MA,41561,I
2600500,Águas Belas,PE,41548,I
2800605,Barra dos Coqueiros,SE,41511,I
3104205,Arcos,MG,41416,I
3303609,Paracambi,RJ,41375,I
1200500,Sena Madureira,AC,41343,I
3548005,Santo Antônio de Posse,SP,41325,I
2403103,Currais Novos,RN,41313,I
1502905,Curuçá,PA,41262,I
3302601,Mangaratiba,RJ,41220,I
2804508,Nossa Senhora da Glória,SE,41212,I
2615409,Toritama,PE,41137,I
3535507,Paraguaçu Paulista,SP,41120,I
1505486,Pacajá,PA,41097,I
2305803,Ipu,CE,41081,I
2203701,Esperantina,PI,40970,I
2929503,São Sebastião do Passé,BA,40958,I
5006309,Paranaíba,MS,40957,I
3162104,São Gotardo,MG,40910,I
2114007,Zé Doca,MA,40801,I
2913903,Ipiaú,BA,40706,I
2803005,Itabaianinha,SE,40678,I
3547502,Santa Rita do Passa Quatro,SP,40635,I
1505908,Porto de Moz,PA,40597,I
2926004,Remanso,BA,40586,I
2612604,Santa Maria da Boa Vista,PE,40578,I
3102605,Andradas,MG,40553,I
4111803,Jacarezinho,PR,40375,I
3101706,Almenara,MG,40364,I
2103505,Colinas,MA,40316,I
2600104,Afogados da Ingazeira,PE,40241,I
2310506,Pedra Branca,CE,40187,I
2312205,Santa Quitéria,CE,40183,I
3157005,Salinas,MG,40178,I
4309100,Gramado,RS,40134,I
3556404,Vargem Grande do Sul,SP,40133,I
3552106,Socorro,SP,40122,I
2601409,Barreiros,PE,40121,I
4204806,Curitibanos,SC,40045,I
3300233,Armação dos Búzios,RJ,40006,I
3107109,Boa Esperança,MG,39848,I
3202801,Itapemirim,ES,39832,I
3515186,Espírito Santo do Pinhal,SP,39816,I
3112307,Capelinha,MG,39626,I
2608800,Lajedo,PE,39582,I
4306767,Eldorado do Sul,RS,39559,I
1508084,Tucumã,PA,39550,I
2929305,São Gonçalo dos Campos,BA,39513,I
2923001,Nova Viçosa,BA,39509,I
3541307,Presidente Epitácio,SP,39505,I
3522703,Itápolis,SP,39493,I
1100106,Guajará-Mirim,RO,39387,I
5000609,Amambai,MS,39325,I
3517406,Guaíra,SP,39279,I
3145604,Oliveira,MG,39262,I
4215000,Rio Negrinho,SC,39261,I
4115705,Matinhos,PR,39259,I
3172004,Visconde do Rio Branco,MG,39160,I
2100907,Araioses,MA,39052,I
2314003,Várzea Alegre,CE,38984,I
2310209,Paracuru,CE,38980,I
3304805,São Fidélis,RJ,38961,I
2210607,São Raimundo Nonato,PI,38934,I
3109006,Brumadinho,MG,38915,I
2111508,São Mateus do Maranhão,MA,38829,I
3110004,Caeté,MG,38776,I
2929206,São Francisco do Conde,BA,38733,I
3145901,Ouro Branco,MG,38724,I
2928109,Santa Maria da Vitória,BA,38604,I
5219308,Santa Helena de Goiás,GO,38492,I
2109601,Rosário,MA,38475,I
3533502,Novo Horizonte,SP,38324,I
3534302,Orlândia,SP,38319,I
3134400,Iturama,MG,38295,I
3550407,São Pedro,SP,38256,I
2207009,Oeiras,PI,38161,I
2930204,Sento Sé,BA,38154,I
2910503,Entre Rios,BA,38098,I
2709152,Teotônio Vilela,AL,38053,I
2922003,Mucuri,BA,37977,I
1508126,Ulianópolis,PA,37972,I
2207900,Pedro II,PI,37894,I
3140704,Mateus Leme,MG,37841,I
2928000,Santaluz,BA,37834,I
2310704,Pentecoste,CE,37813,I
1500305,Afuá,PA,37765,I
2308500,Mombaça,CE,37735,I
1503804,Jacundá,PA,37707,I
2605103,Custódia,PE,37699,I
2308005,Massapê,CE,37697,I
3139003,Machado,MG,37684,I
3500709,Agudos,SP,37680,I
3554508,Tietê,SP,37663,I
3135050,Jaíba,MG,37660,I
1300607,Benjamin Constant,AM,37648,I
2602209,Bom Jardim,PE,37629,I
2918100,Jeremoabo,BA,37626,I
3141108,Matozinhos,MG,37618,I
3540200,Pontal,SP,37607,I
5007208,Rio Brilhante,MS,37601,I
2614204,Sirinhaém,PE,37596,I
3524105,Ituverava,SP,37571,I
4122206,Rio Branco do Sul,PR,37558,I
3525201,Jarinu,SP,37535,I
2700409,Atalaia,AL,37512,I
3518602,Guariba,SP,37498,I
2112407,Turiaçu,MA,37491,I
2602308,Bonito,PE,37474,I
2906808,Cansanção,BA,37439,I
3152204,Porteirinha,MG,37438,I
2411205,Santa Cruz,RN,37313,I
3550100,São Manuel,SP,37289,I
2613107,São Caitano,PE,37126,I
2100600,Amarante do Maranhão,MA,37085,I
2108207,Pedreiras,MA,37050,I
2110203,Santa Rita,MA,37035,I
4306601,Dom Pedrito,RS,36981,I
4203600,Campos Novos,SC,36932,I
3201407,Castelo,ES,36930,I
3165537,Sarzedo,MG,36844,I
2308401,Missão Velha,CE,36822,I
4102000,Assis Chateaubriand,PR,36808,I
2305902,Ipueiras,CE,36798,I
4114203,Mandaguari,PR,36716,I
3525706,José Bonifácio,SP,36633,I
4316402,Rosário do Sul,RS,36630,I
1400506,São João da Baliza,RR,36573,I
2902906,Barra do Choça,BA,36539,I
2901007,Amargosa,BA,36521,I
3521002,Iperó,SP,36459,I
2112308,Tuntum,MA,36251,I
2702900,Girau do Ponciano,AL,36102,I
2401008,Apodi,RN,36093,I
3151503,Piumhi,MG,36062,I
2920601,Maragogipe,BA,35859,I
1503200,Igarapé-Açu,PA,35797,I
1506195,Rurópolis,PA,35769,I
4310603,Itaqui,RS,35768,I
2600708,Aliança,PE,35741,I
5210208,Iporá,GO,35684,I
5209101,Goiatuba,GO,35664,I
1506005,Prainha,PA,35577,I
1300706,Boca do Acre,AM,35447,I
1200302,Feijó,AC,35426,I
3201902,Domingos Martins,ES,35416,I
2706901,Pilar,AL,35370,I
2927002,Rio Real,BA,35362,I
2924405,Pilão Arcado,BA,35357,I
2908507,Conceição do Jacuípe,BA,35308,I
2302107,Baturité,CE,35218,I
3541505,Presidente Venceslau,SP,35201,I
3300605,Bom Jesus do Itabapoana,RJ,35173,I
4112009,Jaguariaíva,PR,35141,I
3541604,Promissão,SP,35131,I
1600279,Laranjal do Jari,AP,35114,I
1100189,Pimenta Bueno,RO,35079,I
5103353,Confresa,MT,35075,I
1100155,Ouro Preto do Oeste,RO,35044,I
3144300,Nanuque,MG,35038,I
4305355,Charqueadas,RS,35012,I
4117909,Palotina,PR,35011,I
2925501,Prado,BA,35003,I
5215603,Padre Bernardo,GO,34967,I
5214606,Niquelândia,GO,34964,I
2607653,Itambé,PE,34935,I
3520400,Ilhabela,SP,34934,I
5218300,Posse,GO,34914,I
5105101,Juara,MT,34906,I
2613503,São José do Belmonte,PE,34843,I
3546603,Santa Fé do Sul,SP,34794,I
4318903,São Luiz Gonzaga,RS,34752,I
3500105,Adamantina,SP,34687,I
4315701,Rio Pardo,RS,34654,I
2602001,Bodocó,PE,34478,I
5203302,Bela Vista de Goiás,GO,34445,I
2803203,Itaporanga d Ajuda,SE,34411,I
1504059,Mãe do Rio,PA,34353,I
3162922,São Joaquim de Bicas,MG,34348,I
3505302,Barra Bonita,SP,34346,I
4308607,Garibaldi,RS,34335,I
3103405,Araçuaí,MG,34297,I
4213203,Pomerode,SC,34289,I
1500503,Almeirim,PA,34280,I
2408300,Nova Cruz,RN,34269,I
1705508,Colinas do Tocantins,TO,34233,I
2930154,Serra do Ramalho,BA,34222,I
2909901,Curaçá,BA,34180,I
2611002,Petrolândia,PE,34161,I
2102101,Brejo,MA,34120,I
4314803,Portão,RS,34071,I
2110708,São Domingos do Maranhão,MA,34034,I
3306206,Vassouras,RJ,33976,I
1502806,Curralinho,PA,33903,I
2917003,Itiúba,BA,33872,I
4117701,Palmeira,PR,33855,I
5220108,São Luís de Montes Belos,GO,33852,I
1505205,Oeiras do Pará,PA,33844,I
2913705,Inhambupe,BA,33790,I
4202800,Braço do Norte,SC,33773,I
3170800,Várzea da Palma,MG,33744,I
2306900,Jaguaribe,CE,33726,I
3539509,Pitangueiras,SP,33674,I
4212502,Penha,SC,33663,I
1505031,Novo Progresso,PA,33638,I
2921708,Morro do Chapéu,BA,33594,I
4119608,Pitanga,PR,33567,I
2611804,Ribeirão,PE,33507,I
4205506,Fraiburgo,SC,33481,I
2805406,Poço Redondo,SE,33439,I
2926301,Riachão do Jacuípe,BA,33386,I
2104057,Estreito,MA,33294,I
2405801,João Câmara,RN,33290,I
3513108,Cravinhos,SP,33281,I
2906873,Capim Grosso,BA,33235,I
3535200,Palmeira D Oeste,SP,33216,I
1301407,Eirunepé,AM,33170,I
2102002,Bom Jardim,MA,33100,I
1300805,Borba,AM,33080,I
3168002,Taiobeiras,MG,33050,I
2414407,Touros,RN,33035,I
3501707,Américo Brasiliense,SP,33019,I
4213609,Porto União,SC,32970,I
1303908,São Paulo de Olivença,AM,32967,I
3132503,Itamarandiba,MG,32948,II
2928901,São Desidério,BA,32828,II
2112605,Urbano Santos,MA,32812,II
2614105,Sertânia,PE,32811,II
4310108,Igrejinha,RS,32808,II
4321451,Teutônia,RS,32797,II
2302305,Bela Cruz,CE,32775,II
2313609,Ubajara,CE,32767,II
4111506,Ivaiporã,PR,32720,II
5106422,Peixoto de Azevedo,MT,32714,II
2917706,Jaguarari,BA,32703,II
4216305,São João Batista,SC,32687,II
2906303,Canavieiras,BA,32683,II
2607505,Itaíba,PE,32650,II
1400472,Rorainópolis,RR,32647,II
4308508,Frederico Westphalen,RS,32627,II
3502507,Aparecida,SP,32569,II
2910602,Esplanada,BA,32554,II
4302808,Caçapava do Sul,RS,32515,II
2108306,Penalva,MA,32511,II
2512101,Pombal,PB,32473,II
1505437,Ourilândia do Norte,PA,32467,II
2909307,Correntina,BA,32457,II
3502903,Araçoiaba da Serra,SP,32443,II
1506708,Santana do Araguaia,PA,32413,II
5217401,Pires do Rio,GO,32373,II
2509701,Monteiro,PB,32277,II
3204708,São Gabriel da Palha,ES,32252,II
3128006,Guanhães,MG,32244,II
2513901,São Bento,PB,32235,II
4113304,Laranjeiras do Sul,PR,32227,II
2310258,Paraipaba,CE,32216,II
4307807,Estrela,RS,32183,II
2911204,Gandu,BA,32178,II
3519303,Ibaté,SP,32178,II
2704500,Maragogi,AL,32174,II
2106607,Matões,MA,32174,II
2604205,Catende,PE,32156,II
5003306,Coxim,MS,32151,II
2206209,Miguel Alves,PI,32150,II
2925204,Pojuca,BA,32136,II
2701407,Campo Alegre,AL,32106,II
4108809,Guaíra,PR,32097,II
3146008,Ouro Fino,MG,32094,II
3505609,Barrinha,SP,32092,II
3500303,Aguaí,SP,32072,II
3550209,São Miguel Arcanjo,SP,32039,II
3108602,Brasília de Minas,MG,32025,II
2408201,Nísia Floresta,RN,31942,II
5214507,Nerópolis,GO,31932,II
1702208,Araguatins,TO,31918,II
4219705,Xaxim,SC,31918,II
1501105,Bagre,PA,31892,II
5215702,Palmeiras de Goiás,GO,31858,II
1500859,Anapu,PA,31850,II
2605301,Exu,PE,31843,II
1503101,Gurupá,PA,31786,II
2708808,São Sebastião,AL,31786,II
3513702,Descalvado,SP,31756,II
2307007,Jaguaruana,CE,31701,II
2916500,Itapicuru,BA,31679,II
2801306,Capela,SE,31645,II
2112456,Turilândia,MA,31638,II
3505203,Bariri,SP,31595,II
3508603,Cachoeira Paulista,SP,31564,II
2103703,Cururupu,MA,31558,II
4114104,Mandaguaçu,PR,31457,II
2310308,Parambu,CE,31445,II
4205456,Forquilhinha,SC,31431,II
2108504,Pindaré-Mirim,MA,31429,II
5103205,Colíder,MT,31370,II
3544004,Rio das Pedras,SP,31328,II
4122305,Rio Negro,PR,31324,II
4102406,Bandeirantes,PR,31273,II
3534609,Osvaldo Cruz,SP,31272,II
2107803,Parnarama,MA,31250,II
3113305,Carangola,MG,31240,II
3518305,Guararema,SP,31236,II
2506004,Esperança,PB,31231,II
4111258,Itaperuçu,PR,31217,II
5106505,Poconé,MT,31217,II
3305752,Tanguá,RJ,31086,II
1300508,Barreirinha,AM,31051,II
3152006,Pompéu,MG,31047,II
3518206,Guararapes,SP,31043,II
5104104,Guarantã do Norte,MT,31024,II
2613602,São José do Egito,PE,31004,II
5002951,Chapadão do Sul,MS,30993,II
3300258,Arraial do Cabo,RJ,30986,II
4317301,Santa Vitória do Palmar,RS,30983,II
1503507,Irituia,PA,30955,II
3302254,Itatiaia,RJ,30908,II
2907806,Cícero Dantas,BA,30907,II
4308201,Flores da Cunha,RS,30892,II
2210375,São Luis do Piauí,PI,30873,II
2113009,Vitorino Freire,MA,30845,II
2109452,Raposa,MA,30839,II
2112902,Vitória do Mearim,MA,30805,II
2307502,Lavras da Mangabeira,CE,30802,II
1301100,Careiro,AM,30792,II
3105400,Barão de Cocais,MG,30778,II
4208450,Itapoá,SC,30750,II
4120903,Quedas do Iguaçu,PR,30738,II
3101508,Além Paraíba,MG,30717,II
3136652,Juatuba,MG,30716,II
2926400,Riacho de Santana,BA,30711,II
4306403,Dois Irmãos,RS,30709,II
1100130,Machadinho D Oeste,RO,30707,II
2309300,Nova Russas,CE,30699,II
3200102,Afonso Cláudio,ES,30684,II
3200805,Baixo Guandu,ES,30674,II
2905909,Campo Alegre de Lourdes,BA,30671,II
1303536,Presidente Figueiredo,AM,30668,II
2504306,Catolé do Rocha,PB,30661,II
2313104,Tabuleiro do Norte,CE,30652,II
2609501,Nazaré da Mata,PE,30648,II
2205706,Luís Correia,PI,30641,II
2312007,Santana do Acaraú,CE,30628,II
5002407,Caarapó,MS,30612,II
2708402,São José da Tapera,AL,30604,II
1507201,São Domingos do Capim,PA,30599,II
2409407,Pau dos Ferros,RN,30479,II
2905800,Camamu,BA,30469,II
3157203,Santa Bárbara,MG,30466,II
3124302,Espinosa,MG,30443,II
4119954,Pontal do Paraná,PR,30425,II
4304804,Carlos Barbosa,RS,30420,II
1503457,Ipixuna do Pará,PA,30329,II
2615607,Trindade,PE,30321,II
2603009,Cabrobó,PE,30294,II
4104253,Campo Magro,PR,30160,II
3116605,Cláudio,MG,30159,II
4209003,Joaçaba,SC,30146,II
2605707,Floresta,PE,30137,II
4320800,Soledade,RS,29991,II
4217709,Sombrio,SC,29991,II
3200409,Anchieta,ES,29984,II
4205704,Garopaba,SC,29959,II
4110102,Imbituva,PR,29924,II
3551603,Serra Negra,SP,29894,II
4119301,Pinhão,PR,29886,II
2304251,Cruz,CE,29761,II
2102200,Buriti,MA,29685,II
3506607,Biritiba-Mirim,SP,29683,II
2402204,Canguaretama,RN,29668,II
2511202,Pedras de Fogo,PB,29662,II
3303856,Paty do Alferes,RJ,29619,II
5007695,São Gabriel do Oeste,MS,29579,II
1504000,Limoeiro do Ajuru,PA,29569,II
3110608,Cambuí,MG,29536,II
2101004,Arari,MA,29472,II
3510005,Cândido Mota,SP,29449,II
3538808,Piraju,SP,29436,II
1100098,Espigão D Oeste,RO,29414,II
5101704,Barra do Bugres,MT,29403,II
3202306,Guaçuí,ES,29358,II
5004007,Glória de Dourados,MS,29347,II
2923704,Paratinga,BA,29252,II
2904902,Cachoeira,BA,29250,II
5100201,Água Boa,MT,29219,II
2927705,Santa Cruz Cabrália,BA,29185,II
3200201,Alegre,ES,29177,II
4125704,São Miguel do Iguaçu,PR,29122,II
3520301,Iguape,SP,29115,II
4313375,Nova Santa Rita,RS,29024,II
3114303,Carmo do Paranaíba,MG,29011,II
2607307,Ipubi,PE,29009,II
5107875,Sapezal,MT,28944,II
3203056,Jaguaré,ES,28931,II
4304200,Candelária,RS,28906,II
3169356,Três Marias,MG,28895,II
3119302,Coromandel,MG,28894,II
2907103,Carinhanha,BA,28869,II
3546306,Santa Cruz das Palmeiras,SP,28864,II
2208304,Piracuruca,PI,28846,II
4109708,Ibaiti,PR,28830,II
2603207,Caetés,PE,28827,II
2201903,Bom Jesus,PI,28796,II
1301001,Carauari,AM,28742,II
2922300,Muritiba,BA,28707,II
2102036,Bom Jesus das Selvas,MA,28599,II
1508035,Tracuateua,PA,28595,II
3203007,Iúna,ES,28590,II
3542206,Rancharia,SP,28588,II
5104807,Jaciara,MT,28569,II
3509254,Cajati,SP,28515,II
4108601,Goioerê,PR,28437,II
3117306,Conceição das Alagoas,MG,28381,II
3152808,Prata,MG,28342,II
2610509,Passira,PE,28340,II
2927200,Ruy Barbosa,BA,28282,II
3155603,Rio Pardo de Minas,MG,28271,II
4210506,Maravilha,SC,28251,II
2202703,Cocal,PI,28212,II
3160207,Santo Antônio do Itambé,MG,28211,II
1502954,Eldorado do Carajás,PA,28192,II
2914653,Itabela,BA,28165,II
3300506,Bom Jardim,RJ,28102,II
3512209,Conchal,SP,28101,II
3510807,Casa Branca,SP,28083,II
2914505,Irará,BA,28043,II
1500701,Anajás,PA,28011,II
1100452,Buritis,RO,27992,II
3530102,Mirandópolis,SP,27983,II
3531902,Morro Agudo,SP,27933,II
3301876,Iguaba Grande,RJ,27920,II
1504505,Melgaço,PA,27881,II
5004700,Ivinhema,MS,27821,II
2106904,Monção,MA,27751,II
2607752,Itapissuma,PE,27749,II
5209705,Hidrolândia,GO,27742,II
2925758,Presidente Tancredo Neves,BA,27734,II
2508307,Lagoa Seca,PB,27730,II
2608107,João Alfredo,PE,27725,II
2914901,Itacaré,BA,27704,II
4213500,Porto Belo,SC,27688,II
2614600,Tabira,PE,27681,II
1701101,Aparecida do Rio Negro,TO,27674,II
4311304,Lagoa Vermelha,RS,27659,II
3144003,Mutum,MG,27635,II
2920502,Maracás,BA,27620,II
3537909,Pilar do Sul,SP,27619,II
2504603,Conde,PB,27605,II
2611309,Pombos,PE,27552,II
2309409,Novo Oriente,CE,27545,II
4322004,Triunfo,RS,27498,II
1600501,Oiapoque,AP,27482,II
3304003,Piraí,RJ,27474,II
1507003,Santo Antônio do Tauá,PA,27461,II
3201605,Conceição da Barra,ES,27458,II
4114302,Mandirituba,PR,27439,II
2307106,Jardim,CE,27411,II
3526209,Juquitiba,SP,27404,II
3159209,Santa Rita de Caldas,MG,27390,II
2407203,Macau,RN,27369,II
3160405,Santo Antônio do Monte,MG,27295,II
2202901,Corrente,PI,27278,II
4215703,Santo Amaro da Imperatriz,SC,27272,II
3504602,Bady Bassitt,SP,27260,II
3501301,Álvares Machado,SP,27255,II
2311603,Redenção,CE,27214,II
1504604,Mocajuba,PA,27198,II
4212809,Balneário Piçarras,SC,27127,II
1504455,Medicilândia,PA,27094,II
5213087,Minaçu,GO,27075,II
1303106,Nova Olinda do Norte,AM,27062,II
2922508,Nazaré,BA,27060,II
5200308,Alexânia,GO,27008,II
3145307,Novo Cruzeiro,MG,26975,II
2110609,São Bernardo,MA,26943,II
2615805,Tupanatinga,PE,26937,II
2401453,Baraúna,RN,26913,II
1502756,Concórdia do Pará,PA,26881,II
3303005,Miracema,RJ,26881,II
2801207,Canindé de São Francisco,SE,26834,II
4310330,Imbé,RS,26824,II
5105622,Mirassol D Oeste,MT,26785,II
2516003,Solânea,PB,26774,II
5107065,Querência,MT,26769,II
2404200,Goianinha,RN,26741,II
4322707,Vera Cruz,RS,26710,II
2908903,Coração de Maria,BA,26692,II
5217302,Pirenópolis,GO,26690,II
3151404,Pitangui,MG,26685,II
3156908,Sacramento,MG,26670,II
2805703,Propriá,SE,26618,II
2923803,Paripiranga,BA,26604,II
4311007,Jaguarão,RS,26603,II
2606606,Ibimirim,PE,26593,II
4116901,Nova Esperança,PR,26585,II
3302908,Miguel Pereira,RJ,26582,II
2805604,Porto da Folha,SE,26576,II
1504406,Marapanim,PA,26573,II
3139607,Mantena,MG,26535,II
4208500,Ituporanga,SC,26525,II
3205010,Sooretama,ES,26502,II
4304663,Capão do Leão,RS,26487,II
2112100,Timbiras,MA,26484,II
2600401,Água Preta,PE,26461,II
5106307,Paranatinga,MT,26423,II
1503093,Goianésia do Pará,PA,26362,II
2616308,Vicência,PE,26359,II
3123601,Elói Mendes,MG,26336,II
2303204,Caririaçu,CE,26320,II
2913200,Ibotirama,BA,26309,II
2201507,Batalha,PI,26300,II
3526407,Laranjal Paulista,SP,26261,II
3520103,Igarapava,SP,26212,II
5211206,Itapuranga,GO,26113,II
3111606,Campos Gerais,MG,26105,II
3110509,Camanducaia,MG,26097,II
3162955,São José da Lapa,MG,26090,II
2500304,Alagoa Grande,PB,26062,II
5003256,Costa Rica,MS,26037,II
3538600,Piracaia,SP,26029,II
2201176,Barra D Alcântara,PI,26026,II
1200104,Brasiléia,AC,26000,II
2925808,Queimadas,BA,25988,II
1504307,Maracanã,PA,25971,II
4216503,São Joaquim,SC,25939,II
2308302,Milagres,CE,25900,II
2911105,Formosa do Rio Preto,BA,25899,II
1301605,Fonte Boa,AM,25871,II
5102702,Canarana,MT,25858,II
2307809,Marco,CE,25799,II
4101606,Arapoti,PR,25777,II
5103254,Colniza,MT,25766,II
2919157,Lapão,BA,25736,II
2100477,Alto Alegre do Pindaré,MA,25710,II
4313300,Nova Prata,RS,25692,II
2105005,Humberto de Campos,MA,25680,II
1507706,São Sebastião da Boa Vista,PA,25643,II
2607000,Inajá,PE,25603,II
3162906,São João Nepomuceno,MG,25565,II
2307254,Jijoca de Jericoacoara,CE,25555,II
2301208,Aracoiaba,CE,25553,II
3520442,Ilha Solteira,SP,25549,II
5210109,Ipameri,GO,25548,II
5005608,Miranda,MS,25536,II
3134905,Jacutinga,MG,25525,II
2100956,Arame,MA,25517,II
4123501,Santa Helena,PR,25492,II
4102109,Astorga,PR,25475,II
2930774,Sobradinho,BA,25475,II
3169604,Tupaciguara,MG,25470,II
1100338,Nova Mamoré,RO,25444,II
4318507,São José do Norte,RS,25443,II
2901205,Anagé,BA,25438,II
4321907,Três Passos,RS,25436,II
2702355,Craíbas,AL,25397,II
3202454,Ibatiba,ES,25380,II
3118809,Coração de Jesus,MG,25377,II
2205805,Luzilândia,PI,25375,II
3539202,Pirapozinho,SP,25348,II
2912707,Ibirapitanga,BA,25344,II
2100709,Anajatuba,MA,25322,II
2925907,Quijingue,BA,25272,II
3101102,Aimorés,MG,25269,II
4309407,Guaporé,RS,25268,II
3553401,Tanabi,SP,25265,II
2906709,Cândido Sales,BA,25247,II
2211209,Uruçuí,PI,25203,II
3507803,Brodowski,SP,25201,II
4321303,Taquari,RS,25198,II
2705507,Murici,AL,25187,II
3521804,Itaí,SP,25180,II
1302306,Jutaí,AM,25172,II
2302701,Campos Sales,CE,25135,II
4202453,Bombinhas,SC,25058,II
2111102,São João dos Patos,MA,25020,II
3144607,Nepomuceno,MG,25018,II
5205513,Cocalzinho de Goiás,GO,25016,II
2804607,Nossa Senhora das Dores,SE,24996,II
1505700,Ponta de Pedras,PA,24984,II
1303569,Rio Preto da Eva,AM,24936,II
4321808,Três de Maio,RS,24916,II
5217104,Piracanjuba,GO,24883,II
3529203,Martinópolis,SP,24881,II
2918357,João Dourado,BA,24854,II
5007554,Santa Rita do Pardo,MS,24833,II
2313203,Tamboril,CE,24815,II
2105104,Icatu,MA,24794,II
4216909,São Lourenço do Oeste,SC,24791,II
1709302,Guaraí,TO,24775,II
2928208,Santana,BA,24755,II
4128005,Ubiratã,PR,24749,II
2704203,Limoeiro de Anadia,AL,24740,II
2615003,Taquaritinga do Norte,PE,24736,II
1501725,Brasil Novo,PA,24718,II
2907301,Castro Alves,BA,24712,II
2105500,João Lisboa,MA,24709,II
1503077,Garrafão do Norte,PA,24703,II
2932002,Uauá,BA,24665,II
2921203,Miguel Calmon,BA,24661,II
2800670,Boquim,SE,24636,II
5101407,Aripuanã,MT,24626,II
1506609,Santa Maria do Pará,PA,24624,II
2911907,Iaçu,BA,24607,II
2604601,Condado,PE,24587,II
3502705,Apiaí,SP,24585,II
2512903,Rio Tinto,PB,24581,II
4121703,Reserva,PR,24573,II
4320909,Tapejara,RS,24557,II
4206306,Guabiruba,SC,24543,II
2607604,Ilha de Itamaracá,PE,24540,II
2900801,Alcobaça,BA,24530,II
4311809,Marau,RS,24527,II
3512407,Cordeirópolis,SP,24514,II
3514106,Dois Córregos,SP,24510,II
2309458,Ocara,CE,24493,II
3203403,Mimoso do Sul,ES,24475,II
2933505,Wenceslau Guimarães,BA,24474,II
4319505,São Sebastião do Caí,RS,24428,II
4321709,Três Coroas,RS,24425,II
3148707,Pedra Azul,MG,24410,II
3141801,Minas Novas,MG,24405,II
2915809,Itambé,BA,24394,II
1501907,Bujaru,PA,24383,II
2933000,Valente,BA,24362,II
3553807,Taquarituba,SP,24350,II
5106257,Nova Xavantina,MT,24345,II
2603702,Canhotinho,PE,24329,II
2304954,Guaiúba,CE,24325,II
2108256,Pedro do Rosário,MA,24320,II
1301803,Ipixuna,AM,24311,II
1506559,Santa Luzia do Pará,PA,24307,II
2102705,Cantanhede,MA,24303,II
3303955,Pinheiral,RJ,24298,II
2708907,Satuba,AL,24278,II
2312700,Senador Pompeu,CE,24266,II
4124053,Santa Terezinha de Itaipu,PR,24262,II
1507458,São Geraldo do Araguaia,PA,24255,II
3556305,Valparaíso,SP,24241,II
2102903,Carutapera,MA,24238,II
2922904,Nova Soure,BA,24236,II
2906204,Canarana,BA,24206,II
1507904,Soure,PA,24204,II
4117305,Ortigueira,PR,24192,II
4120804,Quatro Barras,PR,24191,II
2304350,Forquilha,CE,24173,II
2901106,Amélia Rodrigues,BA,24138,II
5004502,Itaporã,MS,24137,II
1506302,Salvaterra,PA,24129,II
5000708,Anastácio,MS,24114,II
3147402,Paraopeba,MG,24107,II
3124203,Espera Feliz,MG,24102,II
3537404,Pereira Barreto,SP,24095,II
2401107,Areia Branca,RN,24093,II
2709400,Viçosa,AL,24092,II
3143401,Monte Sião,MG,24089,II
2608750,Lagoa Grande,PE,24088,II
5208905,Goiás,GO,24071,II
2707305,Porto Calvo,AL,24071,II
2102804,Carolina,MA,24062,II
2100436,Alto Alegre do Maranhão,MA,24048,II
1503754,Jacareacanga,PA,24042,II
3109303,Buritis,MG,24030,II
2305605,Independência,CE,24024,II
3502200,Angatuba,SP,24022,II
4322806,Veranópolis,RS,24021,II
3135803,Jequitinhonha,MG,24007,II
2703106,Igaci,AL,23995,II
